Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-03-17 00:00:00-04:00,16.23753547668457,16.23753547668457,16.23753547668457,16.23753547668457,0,0.0,0.0
2015-03-18 00:00:00-04:00,16.76701545715332,16.76701545715332,16.76701545715332,16.76701545715332,600,0.0,0.0
2015-03-19 00:00:00-04:00,16.76701545715332,16.76701545715332,16.76701545715332,16.76701545715332,100,0.0,0.0
2015-03-20 00:00:00-04:00,16.76701545715332,16.76701545715332,16.76701545715332,16.76701545715332,0,0.0,0.0
2015-03-23 00:00:00-04:00,16.76701545715332,16.76701545715332,16.76701545715332,16.76701545715332,0,0.0,0.0
2015-03-24 00:00:00-04:00,16.76701545715332,16.76701545715332,16.76701545715332,16.76701545715332,0,0.0,0.0
2015-03-25 00:00:00-04:00,16.76701545715332,16.76701545715332,16.76701545715332,16.76701545715332,0,0.0,0.0
2015-03-26 00:00:00-04:00,16.76701545715332,16.76701545715332,16.76701545715332,16.76701545715332,0,0.0,0.0
2015-03-27 00:00:00-04:00,16.943511648276417,17.120006561279297,16.943511648276417,17.120006561279297,1600,0.0,0.0
2015-03-30 00:00:00-04:00,17.120006561279297,17.120006561279297,17.120006561279297,17.120006561279297,100,0.0,0.0
2015-03-31 00:00:00-04:00,17.225902926441098,17.29650115966797,17.225902926441098,17.29650115966797,300,0.0,0.0
2015-04-01 00:00:00-04:00,16.9435103567023,16.9435103567023,16.76701545715332,16.76701545715332,400,0.0,0.0
2015-04-02 00:00:00-04:00,16.76701545715332,16.76701545715332,16.76701545715332,16.76701545715332,0,0.0,0.0
2015-04-06 00:00:00-04:00,16.76701545715332,16.76701545715332,16.76701545715332,16.76701545715332,0,0.0,0.0
2015-04-07 00:00:00-04:00,17.472993850708008,17.472993850708008,17.472993850708008,17.472993850708008,100,0.0,0.0
2015-04-08 00:00:00-04:00,17.472993850708008,17.472993850708008,17.472993850708008,17.472993850708008,100,0.0,0.0
2015-04-09 00:00:00-04:00,16.6964169312555,16.943510055541992,16.5552218220555,16.943510055541992,3200,0.0,0.0
2015-04-10 00:00:00-04:00,16.943510055541992,16.943510055541992,16.943510055541992,16.943510055541992,0,0.0,0.0
2015-04-13 00:00:00-04:00,16.943510055541992,16.943510055541992,16.943510055541992,16.943510055541992,1000,0.0,0.0
2015-04-14 00:00:00-04:00,16.943510055541992,16.943510055541992,16.943510055541992,16.943510055541992,0,0.0,0.0
2015-04-15 00:00:00-04:00,16.943510055541992,16.943510055541992,16.943510055541992,16.943510055541992,0,0.0,0.0
2015-04-16 00:00:00-04:00,16.943510055541992,16.943510055541992,16.943510055541992,16.943510055541992,600,0.0,0.0
2015-04-17 00:00:00-04:00,16.943510055541992,16.943510055541992,16.943510055541992,16.943510055541992,0,0.0,0.0
2015-04-20 00:00:00-04:00,17.29650115966797,17.29650115966797,17.29650115966797,17.29650115966797,300,0.0,0.0
2015-04-21 00:00:00-04:00,17.29650115966797,17.29650115966797,17.29650115966797,17.29650115966797,0,0.0,0.0
2015-04-22 00:00:00-04:00,17.29650115966797,17.29650115966797,17.29650115966797,17.29650115966797,0,0.0,0.0
2015-04-23 00:00:00-04:00,17.303561117645586,17.303561117645586,17.29650115966797,17.29650115966797,500,0.0,0.0
2015-04-24 00:00:00-04:00,17.29650115966797,17.29650115966797,17.29650115966797,17.29650115966797,0,0.0,0.0
2015-04-27 00:00:00-04:00,17.438861846923828,17.438861846923828,17.438861846923828,17.438861846923828,0,0.2,0.0
2015-04-28 00:00:00-04:00,17.11855125427246,17.11855125427246,17.11855125427246,17.11855125427246,200,0.0,0.0
2015-04-29 00:00:00-04:00,17.11855125427246,17.11855125427246,17.11855125427246,17.11855125427246,0,0.0,0.0
2015-04-30 00:00:00-04:00,17.11855125427246,17.11855125427246,17.11855125427246,17.11855125427246,0,0.0,0.0
2015-05-01 00:00:00-04:00,17.11855125427246,17.11855125427246,17.11855125427246,17.11855125427246,0,0.0,0.0
2015-05-04 00:00:00-04:00,17.11855125427246,17.11855125427246,17.11855125427246,17.11855125427246,0,0.0,0.0
2015-05-05 00:00:00-04:00,17.11855125427246,17.11855125427246,17.11855125427246,17.11855125427246,0,0.0,0.0
2015-05-06 00:00:00-04:00,17.11855125427246,17.11855125427246,16.798246525866286,17.11855125427246,300,0.0,0.0
2015-05-07 00:00:00-04:00,17.11855125427246,17.11855125427246,17.11855125427246,17.11855125427246,0,0.0,0.0
2015-05-08 00:00:00-04:00,17.11855125427246,17.11855125427246,17.11855125427246,17.11855125427246,0,0.0,0.0
2015-05-11 00:00:00-04:00,16.90501594543457,16.90501594543457,16.90501594543457,16.90501594543457,1100,0.0,0.0
2015-05-12 00:00:00-04:00,16.905016545036823,16.905016545036823,16.798248291015625,16.798248291015625,1700,0.0,0.0
2015-05-13 00:00:00-04:00,16.798248291015625,16.798248291015625,16.798248291015625,16.798248291015625,2000,0.0,0.0
2015-05-14 00:00:00-04:00,16.734186011557735,16.734186011557735,16.727067947387695,16.727067947387695,300,0.0,0.0
2015-05-15 00:00:00-04:00,16.734188079833984,16.734188079833984,16.734188079833984,16.734188079833984,300,0.0,0.0
2015-05-18 00:00:00-04:00,16.727067947387695,16.734186011557735,16.727067947387695,16.727067947387695,4700,0.0,0.0
2015-05-19 00:00:00-04:00,16.727067947387695,16.727067947387695,16.727067947387695,16.727067947387695,1000,0.0,0.0
2015-05-20 00:00:00-04:00,16.798248291015625,16.798248291015625,16.798248291015625,16.798248291015625,1300,0.0,0.0
2015-05-21 00:00:00-04:00,16.798246544885536,16.80536460876465,16.798246544885536,16.80536460876465,300,0.0,0.0
2015-05-22 00:00:00-04:00,16.95484057030123,16.95484057030123,16.727067947387695,16.727067947387695,5300,0.0,0.0
2015-05-26 00:00:00-04:00,16.727067947387695,16.727067947387695,16.727067947387695,16.727067947387695,3700,0.0,0.0
2015-05-27 00:00:00-04:00,16.72707542868276,16.72707542868276,16.584716796875,16.584716796875,400,0.0,0.0
2015-05-28 00:00:00-04:00,16.727067947387695,16.727067947387695,16.727067947387695,16.727067947387695,200,0.0,0.0
2015-05-29 00:00:00-04:00,16.58470758265692,16.58470758265692,16.442350387573242,16.442350387573242,2000,0.0,0.0
2015-06-01 00:00:00-04:00,16.442350387573242,16.442350387573242,16.442350387573242,16.442350387573242,0,0.0,0.0
2015-06-02 00:00:00-04:00,16.442350387573242,16.442350387573242,16.442350387573242,16.442350387573242,0,0.0,0.0
2015-06-03 00:00:00-04:00,16.442350387573242,16.442350387573242,16.442350387573242,16.442350387573242,1200,0.0,0.0
2015-06-04 00:00:00-04:00,16.442350387573242,16.442350387573242,16.442350387573242,16.442350387573242,0,0.0,0.0
2015-06-05 00:00:00-04:00,16.442350387573242,16.442350387573242,16.442350387573242,16.442350387573242,200,0.0,0.0
2015-06-08 00:00:00-04:00,16.442350387573242,16.442350387573242,16.442350387573242,16.442350387573242,0,0.0,0.0
2015-06-09 00:00:00-04:00,16.51353883860365,16.584716796875,16.51353883860365,16.584716796875,400,0.0,0.0
2015-06-10 00:00:00-04:00,16.584716796875,16.584716796875,16.584716796875,16.584716796875,1200,0.0,0.0
2015-06-11 00:00:00-04:00,17.08296398474529,18.68449185831516,17.08296398474529,18.648902893066406,6900,0.0,0.0
2015-06-12 00:00:00-04:00,18.14353370666504,18.14353370666504,18.14353370666504,18.14353370666504,100,0.0,0.0
2015-06-15 00:00:00-04:00,18.143532001156764,18.57772445678711,18.143532001156764,18.57772445678711,600,0.0,0.0
2015-06-16 00:00:00-04:00,18.186235898043805,18.186235898043805,17.652393341064453,17.652393341064453,500,0.0,0.0
2015-06-17 00:00:00-04:00,17.794748816159693,17.97269630432129,17.794748816159693,17.97269630432129,400,0.0,0.0
2015-06-18 00:00:00-04:00,17.97269630432129,17.97269630432129,17.86592808295065,17.97269630432129,1600,0.0,0.0
2015-06-19 00:00:00-04:00,16.51352882385254,16.51352882385254,16.51352882385254,16.51352882385254,100,0.0,0.0
2015-06-22 00:00:00-04:00,16.51352882385254,16.51352882385254,16.51352882385254,16.51352882385254,0,0.0,0.0
2015-06-23 00:00:00-04:00,16.51352882385254,16.51352882385254,16.51352882385254,16.51352882385254,0,0.0,0.0
2015-06-24 00:00:00-04:00,16.51352882385254,16.51352882385254,16.51352882385254,16.51352882385254,0,0.0,0.0
2015-06-25 00:00:00-04:00,16.51352882385254,16.51352882385254,16.51352882385254,16.51352882385254,0,0.0,0.0
2015-06-26 00:00:00-04:00,16.51352882385254,16.51352882385254,16.51352882385254,16.51352882385254,0,0.0,0.0
2015-06-29 00:00:00-04:00,17.794756249642525,17.794756249642525,16.663009643554688,16.663009643554688,700,0.0,0.0
2015-06-30 00:00:00-04:00,16.727067947387695,16.727067947387695,16.727067947387695,16.727067947387695,200,0.0,0.0
2015-07-01 00:00:00-04:00,16.727067947387695,16.727067947387695,16.727067947387695,16.727067947387695,0,0.0,0.0
2015-07-02 00:00:00-04:00,16.727067947387695,16.727067947387695,16.727067947387695,16.727067947387695,0,0.0,0.0
2015-07-06 00:00:00-04:00,16.727067947387695,16.727067947387695,16.727067947387695,16.727067947387695,0,0.0,0.0
2015-07-07 00:00:00-04:00,16.727067947387695,16.727067947387695,16.727067947387695,16.727067947387695,0,0.0,0.0
2015-07-08 00:00:00-04:00,16.663009643554688,16.663009643554688,16.663009643554688,16.663009643554688,300,0.0,0.0
2015-07-09 00:00:00-04:00,16.663009643554688,16.663009643554688,16.663009643554688,16.663009643554688,0,0.0,0.0
2015-07-10 00:00:00-04:00,17.07584288012539,17.431737899780273,17.07584288012539,17.431737899780273,700,0.0,0.0
2015-07-13 00:00:00-04:00,17.431737899780273,17.431737899780273,17.431737899780273,17.431737899780273,0,0.0,0.0
2015-07-14 00:00:00-04:00,17.438861846923828,17.438861846923828,17.438861846923828,17.438861846923828,400,0.0,0.0
2015-07-15 00:00:00-04:00,17.438861846923828,17.438861846923828,17.438861846923828,17.438861846923828,0,0.0,0.0
2015-07-16 00:00:00-04:00,17.438861846923828,17.438861846923828,17.438861846923828,17.438861846923828,0,0.0,0.0
