Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-07-11 00:00:00-04:00,25.12823663714315,25.261634893403524,25.12823663714315,25.2171688079834,1500,0.0,0.0,0.0
2024-07-12 00:00:00-04:00,25.375269152399245,25.5185489654541,25.375269152399245,25.5185489654541,3300,0.0,0.0,0.0
2024-07-15 00:00:00-04:00,25.493843967434962,25.507677776352704,25.444438045504494,25.469141006469727,2800,0.0,0.0,0.0
2024-07-16 00:00:00-04:00,25.622303009033203,25.622303009033203,25.622303009033203,25.622303009033203,600,0.0,0.0,0.0
2024-07-17 00:00:00-04:00,25.642067149901052,25.661828389113634,25.642067149901052,25.64700698852539,1500,0.0,0.0,0.0
2024-07-18 00:00:00-04:00,25.59265879172995,25.59265879172995,25.3110408782959,25.3110408782959,2900,0.0,0.0,0.0
2024-07-19 00:00:00-04:00,25.103533685266296,25.103533685266296,25.069936752319336,25.069936752319336,1000,0.0,0.0,0.0
2024-07-22 00:00:00-04:00,25.13811737899458,25.13811737899458,25.059066772460938,25.059066772460938,200,0.0,0.0,0.0
2024-07-23 00:00:00-04:00,24.82290267944336,24.82290267944336,24.82290267944336,24.82290267944336,0,0.0,0.0,0.0
2024-07-24 00:00:00-04:00,24.841676622354402,24.841676622354402,24.62725257873535,24.62725257873535,2000,0.0,0.0,0.0
2024-07-25 00:00:00-04:00,24.75274527150143,24.792271519119446,24.706304003737003,24.785354614257812,102200,0.0,0.0,0.0
2024-07-26 00:00:00-04:00,24.979026794433594,24.979026794433594,24.979026794433594,24.979026794433594,200,0.0,0.0,0.0
2024-07-29 00:00:00-04:00,24.980016432253294,25.019540793583943,24.713219925589613,24.8723087310791,11000,0.0,0.0,0.0
2024-07-30 00:00:00-04:00,24.867368698120117,24.867368698120117,24.867368698120117,24.867368698120117,0,0.0,0.0,0.0
2024-07-31 00:00:00-04:00,25.167760782638524,25.21222686767578,25.03930425070599,25.21222686767578,251500,0.0,0.0,0.0
2024-08-01 00:00:00-04:00,24.572904586791992,24.572904586791992,24.572904586791992,24.572904586791992,100,0.0,0.0,0.0
2024-08-02 00:00:00-04:00,23.925676345825195,23.925676345825195,23.925676345825195,23.925676345825195,100,0.0,0.0,0.0
2024-08-05 00:00:00-04:00,23.03339276912342,23.31995240635148,22.96422372143808,23.19149398803711,182200,0.0,0.0,0.0
2024-08-06 00:00:00-04:00,23.566985878162985,23.566985878162985,23.359476849672664,23.414812088012695,5900,0.0,0.0,0.0
2024-08-07 00:00:00-04:00,23.459278106689453,23.459278106689453,23.459278106689453,23.459278106689453,100,0.0,0.0,0.0
2024-08-08 00:00:00-04:00,23.859472274780273,23.859472274780273,23.859472274780273,23.859472274780273,0,0.0,0.0,0.0
2024-08-09 00:00:00-04:00,23.84662628173828,23.84662628173828,23.84662628173828,23.84662628173828,0,0.0,0.0,0.0
2024-08-12 00:00:00-04:00,23.88318833484652,23.968168258666992,23.863425211220324,23.968168258666992,123700,0.0,0.0,0.0
2024-08-13 00:00:00-04:00,24.232986450195312,24.232986450195312,24.232986450195312,24.232986450195312,0,0.0,0.0,0.0
2024-08-14 00:00:00-04:00,24.198402404785156,24.198402404785156,24.198402404785156,24.198402404785156,0,0.0,0.0,0.0
2024-08-15 00:00:00-04:00,24.45235252380371,24.45235252380371,24.45235252380371,24.45235252380371,3300,0.0,0.0,0.0
2024-08-16 00:00:00-04:00,24.584762573242188,24.584762573242188,24.584762573242188,24.584762573242188,0,0.0,0.0,0.0
2024-08-19 00:00:00-04:00,24.834760665893555,24.834760665893555,24.834760665893555,24.834760665893555,0,0.0,0.0,0.0
2024-08-20 00:00:00-04:00,24.56697654724121,24.56697654724121,24.56697654724121,24.56697654724121,0,0.0,0.0,0.0
2024-08-21 00:00:00-04:00,24.743852615356445,24.743852615356445,24.743852615356445,24.743852615356445,100,0.0,0.0,0.0
2024-08-22 00:00:00-04:00,24.6341699368208,24.6341699368208,24.472116470336914,24.472116470336914,2000,0.0,0.0,0.0
2024-08-23 00:00:00-04:00,25.039304733276367,25.039304733276367,25.039304733276367,25.039304733276367,100,0.0,0.0,0.0
2024-08-26 00:00:00-04:00,25.119342803955078,25.119342803955078,25.119342803955078,25.119342803955078,100,0.0,0.0,0.0
2024-08-27 00:00:00-04:00,25.123294830322266,25.123294830322266,25.123294830322266,25.123294830322266,100,0.0,0.0,0.0
2024-08-28 00:00:00-04:00,24.83574867248535,24.83574867248535,24.83574867248535,24.83574867248535,100,0.0,0.0,0.0
2024-08-29 00:00:00-04:00,24.989898681640625,24.989898681640625,24.989898681640625,24.989898681640625,0,0.0,0.0,0.0
2024-08-30 00:00:00-04:00,24.892072677612305,24.892072677612305,24.892072677612305,24.892072677612305,100,0.0,0.0,0.0
2024-09-03 00:00:00-04:00,24.067968368530273,24.067968368530273,24.067968368530273,24.067968368530273,100,0.0,0.0,0.0
2024-09-04 00:00:00-04:00,23.98200191362141,23.98200191362141,23.927654266357422,23.927654266357422,100,0.0,0.0,0.0
2024-09-05 00:00:00-04:00,23.913820266723633,23.913820266723633,23.913820266723633,23.913820266723633,100,0.0,0.0,0.0
2024-09-06 00:00:00-04:00,23.453350067138672,23.453350067138672,23.453350067138672,23.453350067138672,100,0.0,0.0,0.0
2024-09-09 00:00:00-04:00,23.502756118774414,23.502756118774414,23.502756118774414,23.502756118774414,100,0.0,0.0,0.0
2024-09-10 00:00:00-04:00,23.279438018798828,23.279438018798828,23.279438018798828,23.279438018798828,100,0.0,0.0,0.0
2024-09-11 00:00:00-04:00,23.24090114115076,23.49781608581543,23.24090114115076,23.49781608581543,100,0.0,0.0,0.0
2024-09-12 00:00:00-04:00,23.794255386775216,23.814018509756487,23.774492263793945,23.774492263793945,5000,0.0,0.0,0.0
2024-09-13 00:00:00-04:00,24.070933059840517,24.070933059840517,24.041288375854492,24.041288375854492,200,0.0,0.0,0.0
2024-09-16 00:00:00-04:00,24.164806365966797,24.164806365966797,24.164806365966797,24.164806365966797,0,0.0,0.0,0.0
2024-09-17 00:00:00-04:00,24.347609738655418,24.357491300187213,24.283382415771484,24.283382415771484,106600,0.0,0.0,0.0
2024-09-18 00:00:00-04:00,24.31796646118164,24.31796646118164,24.31796646118164,24.31796646118164,100,0.0,0.0,0.0
2024-09-19 00:00:00-04:00,24.782390273110018,24.848594665527344,24.782390273110018,24.848594665527344,200,0.0,0.0,0.0
2024-09-20 00:00:00-04:00,24.700374603271484,24.700374603271484,24.700374603271484,24.700374603271484,100,0.0,0.0,0.0
2024-09-23 00:00:00-04:00,24.900966906331764,24.900966906331764,24.861440658569336,24.861440658569336,4000,0.0,0.0,0.0
2024-09-24 00:00:00-04:00,25.197406289686633,25.246812214799927,25.197406289686633,25.231990814208984,1500,0.0,0.0,0.0
2024-09-25 00:00:00-04:00,24.816974639892578,24.816974639892578,24.816974639892578,24.816974639892578,100,0.0,0.0,0.0
2024-09-26 00:00:00-04:00,25.06894980335367,25.10847416657976,25.05807876586914,25.05807876586914,500,0.0,0.0,0.0
2024-09-27 00:00:00-04:00,25.231002807617188,25.231002807617188,25.231002807617188,25.231002807617188,0,0.0,0.0,0.0
2024-09-30 00:00:00-04:00,25.2369313876926,25.335743233417073,25.20728670314617,25.296218872070312,117700,0.0,0.0,0.0
2024-10-01 00:00:00-04:00,25.444438903221226,25.543252635128226,25.444438903221226,25.46222496032715,1100,0.0,0.0,0.0
2024-10-02 00:00:00-04:00,25.618350982666016,25.618350982666016,25.618350982666016,25.618350982666016,100,0.0,0.0,0.0
2024-10-03 00:00:00-04:00,25.40491192139442,25.57289469536061,25.40491192139442,25.536334991455078,1300,0.0,0.0,0.0
2024-10-04 00:00:00-04:00,25.8100491849718,25.898979470636164,25.8100491849718,25.859455108642578,12500,0.0,0.0,0.0
2024-10-07 00:00:00-04:00,25.859454631178718,25.894039154052734,25.859454631178718,25.894039154052734,200,0.0,0.0,0.0
2024-10-08 00:00:00-04:00,25.15787921678709,25.221120834350586,25.15787921678709,25.221120834350586,100,0.0,0.0,0.0
2024-10-09 00:00:00-04:00,24.999778167234883,25.13416589868837,24.999778167234883,25.10550880432129,500,0.0,0.0,0.0
2024-10-10 00:00:00-04:00,25.325861866650374,25.325861866650374,25.301158905029297,25.301158905029297,100,0.0,0.0,0.0
2024-10-11 00:00:00-04:00,25.543252187056467,25.553133748545346,25.479022979736328,25.479022979736328,1000,0.0,0.0,0.0
2024-10-14 00:00:00-04:00,25.359458923339844,25.359458923339844,25.359458923339844,25.359458923339844,0,0.0,0.0,0.0
2024-10-15 00:00:00-04:00,24.98001746219123,24.999778701313748,24.75867462158203,24.75867462158203,3400,0.0,0.0,0.0
2024-10-16 00:00:00-04:00,24.94049072265625,24.94049072265625,24.94049072265625,24.94049072265625,0,0.0,0.0,0.0
2024-10-17 00:00:00-04:00,24.8940486907959,24.8940486907959,24.8940486907959,24.8940486907959,100,0.0,0.0,0.0
2024-10-18 00:00:00-04:00,24.97112274169922,24.97112274169922,24.97112274169922,24.97112274169922,0,0.0,0.0,0.0
2024-10-21 00:00:00-04:00,24.826854705810547,24.826854705810547,24.826854705810547,24.826854705810547,0,0.0,0.0,0.0
2024-10-22 00:00:00-04:00,24.851559313479083,24.89108556158641,24.802153388060166,24.866382598876953,15000,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,24.619348526000977,24.619348526000977,24.619348526000977,24.619348526000977,0,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,24.693456649780273,24.693456649780273,24.693456649780273,24.693456649780273,0,0.0,0.0,0.0
2024-10-25 00:00:00-04:00,24.95037225874637,24.95037225874637,24.81993865966797,24.81993865966797,98800,0.0,0.0,0.0
2024-10-28 00:00:00-04:00,24.683575151670993,24.787328720092773,24.683575151670993,24.787328720092773,100,0.0,0.0,0.0
2024-10-29 00:00:00-04:00,24.703338627261427,24.703338627261427,24.535355849207445,24.565000534057617,200,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,24.618358612060547,24.618358612060547,24.618358612060547,24.618358612060547,100,0.0,0.0,0.0
2024-10-31 00:00:00-04:00,24.433578491210938,24.433578491210938,24.433578491210938,24.433578491210938,100,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,24.303144454956055,24.303144454956055,24.303144454956055,24.303144454956055,100,0.0,0.0,0.0
2024-11-04 00:00:00-05:00,24.58673858642578,24.58673858642578,24.58673858642578,24.58673858642578,0,0.0,0.0,0.0
2024-11-05 00:00:00-05:00,24.742864325111203,24.920726776123047,24.73298276371358,24.920726776123047,131900,0.0,0.0,0.0
2024-11-06 00:00:00-05:00,24.762625628148225,24.87626075744629,24.762625628148225,24.87626075744629,200,0.0,0.0,0.0
2024-11-07 00:00:00-05:00,25.231990814208984,25.231990814208984,25.231990814208984,25.231990814208984,100,0.0,0.0,0.0
2024-11-08 00:00:00-05:00,24.767568588256836,24.767568588256836,24.767568588256836,24.767568588256836,0,0.0,0.0,0.0
2024-11-11 00:00:00-05:00,24.584762573242188,24.584762573242188,24.584762573242188,24.584762573242188,100,0.0,0.0,0.0
2024-11-12 00:00:00-05:00,24.14998435974121,24.14998435974121,24.14998435974121,24.14998435974121,100,0.0,0.0,0.0
