Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-01-28 00:00:00+09:00,16003.5703125,16003.5703125,16003.5703125,16003.5703125,0,0.0,0.0,0.0
2022-01-31 00:00:00+09:00,16003.5703125,16003.5703125,16003.5703125,16003.5703125,0,0.0,0.0,0.0
2022-02-01 00:00:00+09:00,16003.4736328125,16003.4736328125,16003.4736328125,16003.4736328125,0,0.0,0.0,0.0
2022-02-02 00:00:00+09:00,16188.670469869816,16228.263671875,16168.873868867224,16228.263671875,1807,0.0,0.0,0.0
2022-02-03 00:00:00+09:00,15753.145011265673,15797.687362852665,15723.45011020768,15787.7890625,1821,0.0,0.0,0.0
2022-02-04 00:00:00+09:00,15822.433935333385,15852.128837933322,15738.298377966896,15847.1796875,4413,0.0,0.0,0.0
2022-02-07 00:00:00+09:00,15797.686812539283,15797.686812539283,15708.602112468574,15748.1953125,270,0.0,0.0,0.0
2022-02-08 00:00:00+09:00,15673.958710208859,15698.704461251185,15649.212959166534,15654.162109375,1647,0.0,0.0,0.0
2022-02-09 00:00:00+09:00,15916.46686548026,15946.161766348694,15871.92451417761,15921.416015625,745,0.0,0.0,0.0
2022-02-10 00:00:00+09:00,16198.567601955281,16213.415051636266,16124.330353550353,16144.126953125,2572,0.0,0.0,0.0
2022-02-14 00:00:00+09:00,15352.264374823475,15372.06097620945,15282.976269972563,15332.4677734375,611,0.0,0.0,0.0
2022-02-15 00:00:00+09:00,15401.755465212646,15401.755465212646,15278.026709868713,15302.7724609375,953,0.0,0.0,0.0
2022-02-16 00:00:00+09:00,15698.70437583635,15718.5009765625,15683.856925291739,15718.5009765625,1189,0.0,0.0,0.0
2022-02-17 00:00:00+09:00,15673.957745142307,15703.652644564743,15550.228997548824,15584.873046875,307,0.0,0.0,0.0
2022-02-18 00:00:00+09:00,15174.094623317773,15342.36573133891,15134.501421430446,15307.7216796875,941,0.0,0.0,0.0
2022-02-21 00:00:00+09:00,14832.602633154185,15089.958434596967,14822.704333098693,15050.365234375,14351,0.0,0.0,0.0
2022-02-22 00:00:00+09:00,14609.890200063346,14684.127447014887,14565.34785189242,14649.4833984375,366,0.0,0.0,0.0
2022-02-24 00:00:00+09:00,14466.36531486659,14466.36531486659,14015.992669073617,14050.63671875,9769,0.0,0.0,0.0
2022-02-25 00:00:00+09:00,14951.382829712442,15015.721782637387,14837.552374537538,14882.0947265625,1791,0.0,0.0,0.0
2022-02-28 00:00:00+09:00,14931.586708964935,15005.823964727108,14817.756250129603,14916.7392578125,5180,0.0,0.0,0.0
2022-03-01 00:00:00+09:00,15297.823465401785,15297.823465401785,15228.535361708604,15243.3828125,1611,0.0,0.0,0.0
2022-03-02 00:00:00+09:00,15030.569250128074,15114.70480404713,15020.670949667008,15094.908203125,4945,0.0,0.0,0.0
2022-03-03 00:00:00+09:00,15287.92485691346,15362.162109375,15282.975706749356,15362.162109375,787,0.0,0.0,0.0
2022-03-04 00:00:00+09:00,15159.24613157119,15159.24613157119,14797.958189160254,14951.3818359375,5038,0.0,0.0,0.0
2022-03-07 00:00:00+09:00,14535.653800964355,14629.68765258789,14510.90805053711,14570.2978515625,3515,0.0,0.0,0.0
2022-03-08 00:00:00+09:00,14273.348716148555,14372.331716954022,14204.060615584727,14209.009765625,594,0.0,0.0,0.0
2022-03-09 00:00:00+09:00,14298.09436869177,14397.07736882117,14298.09436869177,14342.63671875,413,0.0,0.0,0.0
2022-03-10 00:00:00+09:00,14847.450554789368,14877.145455898946,14797.95905294007,14802.908203125,3716,0.0,0.0,0.0
2022-03-11 00:00:00+09:00,14708.874503031639,14743.5185546875,14599.993197827502,14743.5185546875,118,0.0,0.0,0.0
